report_id,file,rVSM_similarity,collab_filter,classname_similarity,bug_recency,bug_frequency,match
1,weaver/src/org/aspectj/weaver/model/AsmRelationshipProvider.java,0,0.088848106,0,0.125,11,0
1,tests/src/org/aspectj/systemtest/AllTests17.java,0.054004182,0.057316002,0,0.166666667,3,1
1,weaver/src/org/aspectj/weaver/patterns/Declare.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/DeclareAnnotation.java,0,0.057316002,0,0.166666667,3,0
1,tests/src/org/aspectj/systemtest/ajc153/JDTLikeHandleProviderTests.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/bcel/Utility.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/tools/cache/WeavedClassCache.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.ajdt.core/src/org/aspectj/org/eclipse/jdt/core/dom/AspectDeclaration.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/NewConstructorTypeMunger.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/NewMethodTypeMunger.java,0,0.057316002,0,0.166666667,3,0
1,tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java,0,0.057316002,0,0.166666667,3,0
1,ajdoc/testsrc/org/aspectj/tools/ajdoc/ExecutionTestCase.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/InterTypeMethodDeclaration.java,0,0.057316002,0,0.166666667,3,0
1,weaver/testsrc/org/aspectj/weaver/bcel/AsmDelegateTests.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/EclipseSourceContext.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/DeclareSoft.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.matcher/src/org/aspectj/weaver/patterns/PointcutEvaluationExpenseComparator.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/WildTypePattern.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/TypeFactory.java,0,0.057316002,0,0.166666667,3,0
1,weaver/testsrc/org/aspectj/weaver/reflect/ReflectionWorldTest.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/WeaverMessages.java,0,0.057316002,0,0.166666667,3,0
1,ajde/testsrc/org/aspectj/ajde/AsmDeclarationsTest.java,0,0.057316002,0,0.166666667,3,0
1,tests/src/org/aspectj/systemtest/ajc170/Ajc170Tests.java,0,0.057316002,0,0.166666667,3,0
1,loadtime/src/org/aspectj/weaver/loadtime/Aj.java,0,0.057316002,0,0.166666667,3,0
1,weaver/testsrc/org/aspectj/weaver/patterns/ArgsTestCase.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/KindedPointcut.java,0,0.057316002,0,0.166666667,3,0
1,weaver5/java5-src/org/aspectj/weaver/reflect/Java15AnnotationFinder.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/reflect/ReflectionBasedResolvedMemberImpl.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/tools/cache/GeneratedCachedClassHandler.java,0,0.057316002,0,0.166666667,3,0
1,aspectj5rt/java5-src/org/aspectj/internal/lang/reflect/InterTypeMethodDeclarationImpl.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/bcel/ClassPathManager.java,0,0.057316002,0,0.166666667,3,0
1,tests/src/org/aspectj/systemtest/ajc151/AllTestsAspectJ151.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/ThrowsPattern.java,0,0.057316002,0,0.166666667,3,0
1,ajdoc/testsrc/org/aspectj/tools/ajdoc/AjdocTests.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/loadtime/definition/DocumentParser.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/AjPipeliningCompilerAdapter.java,0,0.057316002,0,0.166666667,3,0
1,weaver/testsrc/org/aspectj/weaver/tools/cache/CacheTests.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/bcel/LazyMethodGen.java,0,0.057316002,0,0.166666667,3,0
1,tests/java5/ataspectj/ataspectj/ltwreweavable/MainReweavableLogging.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.matcher/src/org/aspectj/weaver/patterns/SimpleScope.java,0,0.057316002,0,0.166666667,3,0
1,weaver/testsrc/org/aspectj/weaver/tools/cache/SimpleClassCacheTest.java,0,0.057316002,0,0.166666667,3,0
1,runtime/src/org/aspectj/runtime/reflect/SignatureImpl.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AsmElementFormatter.java,0,0.057316002,0,0.166666667,3,0
1,runtime/src/org/aspectj/runtime/reflect/ConstructorSignatureImpl.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.matcher/src/org/aspectj/weaver/MissingResolvedTypeWithKnownSignature.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/PerObject.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/ReferencePointcut.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/tools/PointcutParser.java,0,0.057316002,0,0.166666667,3,0
1,org.aspectj.matcher/src/org/aspectj/weaver/BoundedReferenceType.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/bcel/BcelGenericSignatureToTypeXConverter.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/AnnotationPointcut.java,0,0.057316002,0,0.166666667,3,0
1,weaver/src/org/aspectj/weaver/patterns/AnnotationTypePattern.java,0,0.057316002,0,0.166666667,3,0
1,tests/src/org/aspectj/systemtest/incremental/tools/MultiProjectIncrementalTests.java,0.04723062,0.12754229,0,0.024390244,19,1
1,asm/src/org/aspectj/asm/internal/ProgramElement.java,0,0.12754229,0,0.024390244,19,0
1,tests/src/org/aspectj/systemtest/ajc1612/Ajc1612Tests.java,0,0.12754229,0,0.024390244,19,0
1,ajdoc/testdata/pr119453/src/pack/C.java,0,0.12754229,0,0.024390244,19,0
1,aspectj5rt/java5-src/org/aspectj/lang/reflect/Pointcut.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/AccessForInlineVisitor.java,0,0.12754229,0,0.024390244,19,0
1,loadtime/src/org/aspectj/weaver/loadtime/DefaultMessageHandler.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/Declare.java,0,0.12754229,0,0.024390244,19,0
1,bcel-builder/src/org/aspectj/apache/bcel/generic/InstructionList.java,0,0.12754229,0,0.024390244,19,0
1,build/testsrc/org/aspectj/build/BuildModuleTests.java,0,0.12754229,0,0.024390244,19,0
1,loadtime/src/org/aspectj/weaver/loadtime/definition/DocumentParser.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/TypeVariable.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/AndTypePattern.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/PerObjectInterfaceTypeMunger.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/PointcutDesignator.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/TypePatternList.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/PointcutExpressionMatching.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/tools/cache/DefaultCacheKeyResolver.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/AjLookupEnvironment.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/ResolvedTypeMunger.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/BindingTypePattern.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/PointcutDeclaration.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/BindingAnnotationTypePattern.java,0,0.12754229,0,0.024390244,19,0
1,weaver/testsrc/org/aspectj/weaver/AbstractTraceTest.java,0,0.12754229,0,0.024390244,19,0
1,ajdoc/testsrc/org/aspectj/tools/ajdoc/SpacewarTestCase.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/OrAnnotationTypePattern.java,0,0.12754229,0,0.024390244,19,0
1,testing/newsrc/org/aspectj/testing/WeaveSpec.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/NewConstructorTypeMunger.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/org/eclipse/jdt/core/dom/AspectDeclaration.java,0,0.12754229,0,0.024390244,19,0
1,weaver/testsrc/org/aspectj/weaver/patterns/ThisOrTargetTestCase.java,0,0.12754229,0,0.024390244,19,0
1,tests/src/org/aspectj/systemtest/ajc150/ataspectj/AtAjSyntaxTests.java,0,0.12754229,0,0.024390244,19,0
1,tests/src/org/aspectj/systemtest/ajc161/Ajc161Tests.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/JoinPointSignature.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/EclipseResolvedMember.java,0,0.12754229,0,0.024390244,19,0
1,aspectj5rt/java5-src/org/aspectj/internal/lang/reflect/InterTypeDeclarationImpl.java,0,0.12754229,0,0.024390244,19,0
1,ajdoc/testsrc/org/aspectj/tools/ajdoc/CoverageTestCase.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/DeclareParents.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/ReferencePointcut.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/WithinPointcut.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/EclipseSourceContext.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/model/AsmRelationshipProvider.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/tools/PointcutPrimitive.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/testsrc/org/aspectj/ajdt/internal/compiler/batch/BinaryFormsTestCase.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/AnnotationX.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/NotPointcut.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjBuildManager.java,0,0.12754229,0,0.024390244,19,0
1,tests/src/org/aspectj/systemtest/ajc154/Ajc154Tests.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/MissingResolvedTypeWithKnownSignature.java,0,0.12754229,0,0.024390244,19,0
1,org.aspectj.matcher/src/org/aspectj/weaver/ReferenceType.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/patterns/PerClause.java,0,0.12754229,0,0.024390244,19,0
1,weaver/testsrc/org/aspectj/weaver/patterns/ArgsTestCase.java,0,0.12754229,0,0.024390244,19,0
1,weaver/src/org/aspectj/weaver/bcel/asm/StackMapAdder.java,0.042498033,0.098907731,0,0.071428571,2,1
1,weaver/testsrc/org/aspectj/weaver/tools/cache/CacheTests.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/patterns/CflowPointcut.java,0,0.098907731,0,0.071428571,2,0
1,tests/src/org/aspectj/systemtest/ajc151/AllTestsAspectJ151.java,0,0.098907731,0,0.071428571,2,0
1,taskdefs/testsrc/org/aspectj/tools/ant/taskdefs/AjcTaskTest.java,0,0.098907731,0,0.071428571,2,0
1,asm/src/org/aspectj/asm/internal/ProgramElement.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/bcel/BcelTypeMunger.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/ResolvedType.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/testsrc/org/aspectj/ajdt/internal/compiler/batch/BinaryFormsTestCase.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.matcher/src/org/aspectj/weaver/patterns/WildAnnotationTypePattern.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/patterns/IfPointcut.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.matcher/src/org/aspectj/weaver/ReferenceType.java,0,0.098907731,0,0.071428571,2,0
1,tests/src/org/aspectj/systemtest/ajc150/AllTestsAspectJ150.java,0,0.098907731,0,0.071428571,2,0
1,tests/src/org/aspectj/systemtest/ajc150/ltw/LTWTests.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/internal/tools/PointcutExpressionImpl.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/patterns/ArgsPointcut.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/AccessForInlineVisitor.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/AtAspectJAnnotationFactory.java,0,0.098907731,0,0.071428571,2,0
1,taskdefs/src/org/aspectj/tools/ant/taskdefs/AjcTask.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.matcher/src/org/aspectj/weaver/StandardAnnotation.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/EclipseSourceType.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/TypeFactory.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/ShadowMunger.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/patterns/AnnotationTypePattern.java,0,0.098907731,0,0.071428571,2,0
1,weaver/testsrc/org/aspectj/weaver/patterns/PointcutTestCase.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AsmElementFormatter.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/EclipseSourceLocation.java,0,0.098907731,0,0.071428571,2,0
1,runtime/src/org/aspectj/runtime/reflect/FieldSignatureImpl.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/testsrc/org/aspectj/tools/ajc/AjASTTest.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/reflect/ReflectionBasedResolvedMemberImpl.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.matcher/src/org/aspectj/weaver/BindingScope.java,0,0.098907731,0,0.071428571,2,0
1,tests/src/org/aspectj/systemtest/xlint/XLintTests.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/Member.java,0,0.098907731,0,0.071428571,2,0
1,testing/newsrc/org/aspectj/testing/WeaveSpec.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.matcher/src/org/aspectj/weaver/WeaverMessages.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/ReferenceType.java,0,0.098907731,0,0.071428571,2,0
1,ajdoc/src/org/aspectj/tools/ajdoc/SymbolManager.java,0,0.098907731,0,0.071428571,2,0
1,loadtime/src/org/aspectj/weaver/loadtime/Options.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/Shadow.java,0,0.098907731,0,0.071428571,2,0
1,weaver/src/org/aspectj/weaver/bcel/LazyClassGen.java,0,0.098907731,0,0.071428571,2,0
1,aspectj5rt/java5-src/org/aspectj/lang/reflect/Pointcut.java,0,0.098907731,0,0.071428571,2,0
1,bcel-builder/src/org/aspectj/apache/bcel/generic/InstructionList.java,0,0.098907731,0,0.071428571,2,0
1,bcel-builder/src/org/aspectj/apache/bcel/util/ClassLoaderRepository.java,0,0.098907731,0,0.071428571,2,0
1,weaver/testsrc/org/aspectj/weaver/tools/cache/SimpleClassCacheTest.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/AjBuildConfig.java,0,0.098907731,0,0.071428571,2,0
1,ajdoc/src/org/aspectj/tools/ajdoc/StructureUtil.java,0,0.098907731,0,0.071428571,2,0
1,asm/src/org/aspectj/asm/AsmManager.java,0,0.098907731,0,0.071428571,2,0
1,util/src/org/aspectj/util/ConfigParser.java,0,0.098907731,0,0.071428571,2,0
1,tests/src/org/aspectj/systemtest/ajc154/Ajc154Tests.java,0,0.098907731,0,0.071428571,2,0
1,org.aspectj.ajdt.core/testsrc/org/aspectj/ajdt/internal/core/builder/AjCompilerOptionsTest.java,0,0.098907731,0,0.071428571,2,0
1,asm/src/org/aspectj/asm/internal/JDTLikeHandleProvider.java,0,0.098907731,0,0.071428571,2,0
2,org.aspectj.matcher/src/org/aspectj/weaver/Checker.java,0,0,0,0,0,1
2,weaver/src/org/aspectj/weaver/bcel/BcelObjectType.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/tools/cache/WeavedClassCache.java,0,0,0,0,0,0
2,org.aspectj.ajdt.core/testsrc/org/aspectj/ajdt/internal/compiler/batch/BinaryFormsTestCase.java,0,0,0,0,0,0
2,org.aspectj.matcher/src/org/aspectj/weaver/patterns/SimpleScope.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/Shadow.java,0,0,0,0,0,0
2,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/AccessForInlineVisitor.java,0,0,0,0,0,0
2,weaver/testsrc/org/aspectj/weaver/bcel/NonstaticWeaveTestCase.java,0,0,0,0,0,0
2,weaver/testsrc/org/aspectj/weaver/patterns/ThisOrTargetTestCase.java,0,0,0,0,0,0
2,taskdefs/src/org/aspectj/tools/ant/taskdefs/AjcTask.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/patterns/IfPointcut.java,0,0,0,0,0,0
2,tests/java5/ataspectj/ataspectj/SingletonAspectBindingsTest.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/tools/cache/DefaultCacheKeyResolver.java,0,0,0,0,0,0
2,weaver/testsrc/org/aspectj/weaver/patterns/HandlerTestCase.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/patterns/WithinAnnotationPointcut.java,0,0,0,0,0,0
2,aspectj5rt/java5-src/org/aspectj/internal/lang/reflect/InterTypeFieldDeclarationImpl.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/patterns/ReferencePointcut.java,0,0,0,0,0,0
2,ajdoc/testsrc/org/aspectj/tools/ajdoc/SpacewarTestCase.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/ResolvedPointcutDefinition.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/bcel/BcelClassWeaver.java,0,0,0,0,0,0
2,weaver/testsrc/org/aspectj/weaver/bcel/AsmDelegateTests.java,0,0,0,0,0,0
2,weaver5/java5-src/org/aspectj/weaver/reflect/Java15AnnotationFinder.java,0,0,0,0,0,0
2,bcel-builder/src/org/aspectj/apache/bcel/generic/SWITCH.java,0,0,0,0,0,0
2,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/ast/AspectDeclaration.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/Advice.java,0,0,0,0,0,0
2,bcel-builder/src/org/aspectj/apache/bcel/generic/TABLESWITCH.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/patterns/ThrowsPattern.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/patterns/PerCflow.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/NewMethodTypeMunger.java,0,0,0,0,0,0
2,bcel-builder/testsrc/org/aspectj/apache/bcel/classfile/tests/AllTests.java,0,0,0,0,0,0
2,loadtime5/java5-src/org/aspectj/weaver/loadtime/Agent.java,0,0,0,0,0,0
2,aspectj5rt/java5-src/org/aspectj/lang/reflect/AjTypeSystem.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/UnresolvedType.java,0,0,0,0,0,0
2,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/core/builder/EclipseAdapterUtils.java,0,0,0,0,0,0
2,asm/src/org/aspectj/asm/AsmManager.java,0,0,0,0,0,0
2,weaver/src/org/aspectj/weaver/bcel/BcelShadow.java,0,0,0,0,0,0
2,bcel-builder/src/org/aspectj/apache/bcel/classfile/JavaClass.java,0,0,0,0,0,0
2,org.aspectj.matcher/testdata/AnnotatedClass.java,0,0,0,0,0,0
2,weaver/testsrc/org/aspectj/weaver/patterns/ArgsTestCase.java,0,0,0,0,0,0
2,util/src/org/aspectj/util/FileUtil.java,0,0,0,0,0,0
2,org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/problem/AjProblemReporter.java,0,0,0,0,0,0
2,tests/src/org/aspectj/systemtest/AllTests17.java,0,0,0,0,0,0
2,org.aspectj.matcher/src/org/aspectj/weaver/TypeFactory.java,0,0,0,0,0,0
2,tests/src/org/aspectj/systemtest/AllTests15.java,0,0,0,0,0,0
